Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2024-09-13,222.01136779785156,157.09881591796875,200.7953338623047,523.2320556640625,428.869873046875,119.0808334350586,125.4800033569336,230.2899932861328,286.3229675292969,80.20157623291016,223.54797910505988,158.0167037423396,204.26443751350854,526.1842465755389,430.1049097614262,119.94069565795841,125.4800033569336,232.6699981689453,287.7079836166914,80.29113529221712,221.42266715079168,154.85397709703722,199.51775683880004,515.7419144489008,423.7603615358477,117.58107480834963,125.4800033569336,226.32000732421875,284.52938279522454,79.29607849629595,223.08899783711732,155.0734584425326,203.29151035806873,518.9634105254878,424.12887859450143,119.06084000976254,125.4800033569336,228.0,285.4660255054783,79.42543314676058,36766600,29591200,10226700,10321400,15874600,238358300,0.0,59515100,4987600,12994100
2024-09-16,215.84495544433594,157.6974334716797,204.27426147460938,532.3765869140625,429.61688232421875,116.7612075805664,125.45999908447266,226.77999877929688,289.4417724609375,80.16177368164062,216.74297289953918,157.88700007819574,204.61822971331483,533.1951441126126,431.79813615912246,118.16098383065176,125.45999908447266,229.9600067138672,289.8602542611349,80.61949890036892,213.4502168549942,156.2407910010188,202.04341645902403,516.5234847252611,426.50935094179886,114.34159881620232,125.45999908447266,223.52999877929688,286.71154513709456,79.74385164606447,216.0644583037111,156.949153850456,202.2792816794704,523.6513423732874,428.879848197679,116.77120810734208,125.45999908447266,229.3000030517578,287.02043469721707,80.44038837202473,59357400,18379800,8634900,9527600,13834700,248772300,0.0,54323000,4458900,15346400
2024-09-17,216.31390380859375,158.95455932617188,205.64027404785156,535.4114379882812,433.41168212890625,115.57140350341797,125.45999908447266,227.8699951171875,290.51788330078125,78.21146392822266,216.42366284814068,160.18173369132347,206.30853631881064,541.1816145177253,440.08492951868885,118.7808938826076,125.45999908447266,234.57000732421875,292.0224958832557,79.86326188064287,214.02893954474482,158.01671306098063,204.07770638878867,529.6711789519043,430.5431821213062,114.81153124290536,125.45999908447266,226.5500030517578,289.04316227385596,77.8731482560485,215.27619443719672,158.65524442097214,204.14649103641656,536.6892378805607,438.47140586333086,118.15099033708098,125.45999908447266,229.4499969482422,289.8602386701997,79.36573347449428,45519300,20715600,7573300,11690800,18874200,231925900,0.0,66761600,5135700,21065900
2024-09-18,220.20535278320312,159.44342041015625,203.94993591308594,537.0386352539062,429.0890197753906,113.35176086425781,125.45999908447266,227.1999969482422,287.4489440917969,78.63933563232422,222.22092099435915,160.13184010247764,207.69420788569158,543.2780467125403,434.28816840172493,117.68105834506785,125.45999908447266,235.67999267578125,290.9762697549824,79.01746206510916,217.06226125375574,158.23620447115354,203.134252295069,532.9955088150618,428.6906237541022,113.20178347448297,125.45999908447266,226.8800048828125,287.1001889578198,77.89304305184535,217.07224903728172,159.493308763357,205.4044004992118,536.1601212459904,433.2622842089649,115.87135202544096,125.45999908447266,230.08999633789062,290.7969203975671,78.25126409780967,59894900,23677300,8259900,10323500,18898000,310318900,0.0,78010200,5890000,15684900
2024-09-19,228.3673858642578,161.76808166503906,206.84906005859375,558.1527709960938,436.9375305175781,117.85103607177734,125.45999908447266,243.9199981689453,284.2204895019531,77.65422821044922,229.31531179988679,163.41429079540828,208.25439929817213,561.1177710265995,439.73630274210893,119.64074895502783,125.45999908447266,244.24000549316406,290.43820726012996,78.69903322315524,224.1367068474718,160.96991366518583,203.76322798182906,545.5941273946979,435.15467267064554,117.2311330909559,125.45999908447266,232.1300048828125,281.8589651877404,77.10694397164103,224.49591687958383,163.3344876968325,206.16113857566475,549.0682122211362,439.4673922763036,117.3311154741421,125.45999908447266,234.0,290.049586596524,78.65923763458771,66781300,26587700,11635200,15647000,21706600,293506400,0.0,102694600,10382100,21525700
2024-09-20,227.6988525390625,163.21475219726562,207.4485321044922,560.39892578125,433.53118896484375,115.98133850097656,125.45999908447266,238.25,283.7521667480469,78.669189453125,232.57811312113958,163.35443045510996,207.7728411510209,563.5436133640413,437.4853309751932,118.6009197546388,125.45999908447266,243.99000549316406,285.974207249696,79.21647373866352,227.12012443578536,161.68826294232812,205.8859644221329,555.3574937736435,432.4853956233,115.37143602446805,125.45999908447266,235.9199981689453,282.2376104650745,77.72388851448322,229.46496974860833,163.12496229374892,206.3085393946755,559.0512373496247,435.47341133704515,117.041165532472,125.45999908447266,241.52000427246094,284.4795685358474,77.84329806542281,318679900,40896400,20885000,22066800,55167100,382462400,0.0,99879100,27810900,39534300
2024-09-23,225.97265625,161.47874450683594,207.79251098632812,563.4537963867188,431.77825927734375,116.24130249023438,125.45999908447266,250.0,287.5983581542969,79.93291473388672,228.94610768522742,165.1103942398001,208.14630132835336,573.0075909949846,434.7164566201473,116.97118080282907,125.45999908447266,250.0,287.84746458232667,80.04237158945108,225.31410200503296,161.29914948564644,206.36752752379127,561.4571846215243,428.6707276626035,114.84152614526418,125.45999908447266,241.9199981689453,283.60268131797943,78.67914103758277,226.8407407931877,163.97300985155823,207.3600989021235,568.535200139111,432.5451724016005,116.5312567610485,125.45999908447266,242.61000061035156,283.8816793010328,78.67914103758277,54146000,24150900,7223500,12830700,15128900,206228500,0.0,86927200,6505600,12147300
2024-09-24,226.8706817626953,161.917724609375,207.93991088867188,562.3756713867188,427.45556640625,120.85055541992188,125.45999908447266,254.27000427246094,271.8050231933594,80.27122497558594,228.8463445678705,162.84559924653018,209.27645047286583,566.7881663385376,431.6188608604207,121.78040609310197,125.45999908447266,257.19000244140625,279.9956443255574,80.51004405795162,225.2342838755063,160.32140390143587,206.7409556001054,553.251140972108,424.3978231376462,115.36143323881014,125.45999908447266,249.0500030517578,271.7352660906827,79.84335027594794,228.14786961487798,162.65603264196153,207.50749881796742,565.7199717295323,431.2702529601879,116.5012492087513,125.45999908447266,254.0800018310547,279.17856788749225,80.08216935831362,43556100,23332100,7323200,12993000,17015800,354966800,0.0,88491000,13690200,14651100
2024-09-25,225.8728790283203,161.11956787109375,206.56407165527344,567.34716796875,430.3838195800781,123.4901351928711,125.45999908447266,257.0199890136719,268.6662902832031,80.99762725830078,226.79085685048213,162.43653204188453,208.57871065978497,575.9026560047768,431.38979462226376,124.91990547833531,125.45999908447266,257.04998779296875,273.26977256181954,81.1966355870828,223.52804884217394,160.93000127122684,205.01132600774235,562.764917527023,426.8579828341436,121.5904392877682,125.45999908447266,252.27999877929688,267.27130026066817,80.28118512799576,224.43603888049125,161.09960948590057,208.02835847179267,563.0943755026146,428.11292879639643,122.00036937142775,125.45999908447266,252.5399932861328,273.2099894471753,80.4901461507212,42308700,18869200,8976500,16543400,13396400,284692900,0.0,65034300,11671300,14163800
2024-09-26,227.02035522460938,162.35671997070312,206.1611328125,566.8780517578125,429.5870056152344,124.02005004882812,125.45999908447266,254.22000122070312,270.71893310546875,79.52494049072266,227.99819881641105,163.70362938299246,208.04800953959986,576.4218537698613,433.5610566850483,127.64946344549999,125.45999908447266,261.75,272.26338096099664,80.79861202580705,224.9149883158055,161.90775524120266,205.40441170465013,561.3973011581114,427.41572154773536,121.78041247124415,125.45999908447266,251.52999877929688,269.0349710392466,78.86820692680529,226.80083714120576,163.26463623457852,207.48785027471803,574.7546390380797,433.3519041012862,126.77960826024157,125.45999908447266,260.6000061035156,269.53318394857854,80.63940687976209,36636700,20319300,7807500,14400800,14492000,302582900,0.0,67142200,9552500,17061100
2024-09-27,227.2897491455078,163.5739288330078,206.86871337890625,566.3988037109375,426.3101501464844,121.38047790527344,114.2300033569336,260.4599914550781,274.1864929199219,79.38562774658203,229.01596089620384,165.31991468714682,208.7752492886718,569.8729495717097,430.1248672217253,124.01005220096552,114.2300033569336,260.70001220703125,276.9864469051213,79.89310882399789,226.80083496693393,162.25696456225583,205.71889857669535,563.5536563544842,425.762359424982,119.24082267160239,114.2300033569336,254.1199951171875,271.8050207299864,79.20651722465176,227.9582911728241,162.4365443712631,207.01611976551152,569.1341520453253,429.7961684722898,123.9500642912149,114.2300033569336,257.3800048828125,272.1836673885118,79.50503729176243,34026000,21101300,7032500,9398400,14896100,271009200,0.0,70988100,6509600,11899100
2024-09-30,232.48831176757812,165.46957397460938,207.2224884033203,571.47021484375,428.5810241699219,121.42046356201172,114.2300033569336,261.6300048828125,273.9672546386719,80.35083770751953,232.48831176757812,165.76887364583845,207.32076931751,573.706410244188,428.70057032593814,121.48045146740193,114.2300033569336,264.8599853515625,274.7045999158872,80.53990093146338,229.1456625683617,162.88550343062403,201.71908711106346,563.8431433708773,423.67072584299484,118.13099198549791,114.2300033569336,255.77000427246094,272.22350968747446,79.46523775064729,229.5348054854851,162.9453785886578,202.7509767278069,566.7382547675098,426.49937695538483,118.29096227592748,114.2300033569336,259.0400085449219,274.0170637595923,79.49508824038979,54541900,20413900,8663800,12792300,16807300,226553700,0.0,80705700,5969900,18997000
2024-10-01,225.71322631835938,166.60696411132812,203.46839904785156,575.4933471679688,419.0094299316406,116.9811782836914,114.2300033569336,258.0199890136719,276.6078186035156,80.86825561523438,229.14565893600417,168.7719847422779,205.48303801863204,582.052223949219,426.7683189487975,122.42030559533124,114.2300033569336,263.9800109863281,278.062591812052,81.12697248593314,223.24864947388588,164.2024885113937,202.63307117888843,569.1341437441329,417.13693529272734,115.77137385100936,114.2300033569336,248.52999877929688,273.37937821186205,80.04236431424413,229.0159547825387,167.30535540779766,205.29631326099215,577.0007987585797,426.73844000863045,121.75040758040218,114.2300033569336,262.6700134277344,275.9800654604579,80.281175799369,63285000,28338100,8540100,15259300,19092900,302094500,0.0,87397600,5781600,16054200
2024-10-02,226.28196716308594,165.47955322265625,203.71408081054688,571.839599609375,415.46368408203125,118.83087921142578,114.2300033569336,249.02000427246094,276.00994873046875,80.03241729736328,226.8706678098605,167.13574919120185,205.34544812745332,575.0241978646806,421.1309565128566,119.360792730428,114.2300033569336,251.16000366210938,276.6476758434723,80.58964666606683,222.53022998119604,164.3521403294987,202.1416910435751,568.3755073868431,415.0453484935869,115.12147695024304,114.2300033569336,241.5,274.3857697985717,79.72395212421392,225.3939223013361,166.03826626655388,203.5077118702466,573.8861145161185,420.89189457845896,116.42127087200362,114.2300033569336,247.5500030517578,275.5814929312021,80.58964666606683,32880600,17760200,5810900,6524700,16582300,221845900,0.0,93983900,4741600,16618300
2024-10-03,225.17440795898438,165.47955322265625,201.68960571289062,581.78271484375,414.87603759765625,122.83023834228516,113.62000274658203,240.66000366210938,275.87042236328125,80.03241729736328,226.3119038145279,166.25776285148348,202.92787925045226,582.3716811685491,417.8739927473743,124.33999759824167,113.62000274658203,249.7899932861328,276.69747277597696,80.18167733303196,222.82957789090332,163.54400073216186,200.8149595611594,567.7664618304881,412.63502577299244,120.32063993396463,113.62000274658203,237.80999755859375,274.8540790312889,79.45528254167417,224.64557310138042,164.0328822574666,202.61339232168672,569.1840999965109,415.9616796785687,120.90054847309592,113.62000274658203,244.47999572753906,275.6811294439846,79.90306264868018,34044200,15073100,7251300,11581000,13686400,277118000,0.0,80729200,3036700,11640400
2024-10-04,226.30194091796875,166.67678833007812,208.84832763671875,594.930419921875,414.39794921875,124.89990234375,113.62000274658203,250.0800018310547,276.93658447265625,80.53990173339844,227.49930262356304,167.84410270815644,209.29327181595775,595.8388514800449,418.07321108796054,125.01988578554294,113.62000274658203,250.9600067138672,277.4447713048153,80.70905957141092,223.63780617480538,165.10041077348518,204.58672467758376,580.4449915774629,413.3123071245128,121.810403092212,113.62000274658203,244.5800018310547,274.1167131522515,79.455285847975,227.39951613756347,167.6744944881404,206.94988807449755,582.7410829589448,416.5692334072243,124.91990339813242,113.62000274658203,246.69000244140625,276.35867095271954,79.65430176770829,37245100,19047400,10211700,14169500,19169700,243678100,0.0,86573200,4259300,11583400
2024-10-07,221.2031707763672,162.6061553955078,208.5615692138672,583.789306640625,407.9040222167969,127.69945526123047,113.62000274658203,240.8300018310547,272.8114013671875,78.70899200439453,225.19438676879486,168.09353960289477,210.93462991140802,601.9285063283199,415.4437592952022,130.61898369823507,113.62000274658203,249.8300018310547,276.6276984247402,80.53990047901964,220.84396072803747,162.37668722767793,207.33550218655432,583.0505091511867,407.3661708398638,124.92989659161151,113.62000274658203,240.6999969482422,272.2633489861844,78.58959004609528,224.0069975750027,167.3352883566198,208.6604524007274,597.2064783663409,414.3382079936023,124.96989107230341,113.62000274658203,249.0,276.607780857767,80.29113627698825,39505400,22463100,6718900,12014200,20919800,346250200,0.0,68113300,4339300,16791600
2024-10-08,225.27420043945312,164.00294494628906,208.3835906982422,591.8855590820312,413.0533447265625,132.86862182617188,113.62000274658203,244.5,273.97723388671875,79.31597137451172,225.4837307412941,164.35213297119705,208.95707997068217,592.5544069282686,413.99956190900485,133.45852325335272,113.62000274658203,246.2100067138672,275.11317391317993,79.4254282226115,222.75973024040246,162.49639888774195,206.04020710414096,584.9772388569517,406.5394920239681,129.39917881279587,113.62000274658203,240.55999755859375,273.0306476065038,78.67913567193862,223.80742742544692,163.5639517960843,208.2155013560977,588.6909682347708,409.25856700863125,130.23904002332463,113.62000274658203,243.55999755859375,273.7281274326881,79.22641991243756,31855700,23072700,6021800,7857400,19229300,285722500,0.0,56303200,4370900,15270000
2024-10-09,229.03591918945312,161.4887237548828,211.02362060546875,589.5095825195312,415.7923278808594,132.628662109375,113.62000274658203,241.0500030517578,275.940185546875,80.0025634765625,229.24546472466872,164.46188392429227,211.83442051158937,593.383013995398,418.70067647812056,134.4983717641675,113.62000274658203,247.42999267578125,276.49818155420917,80.1020676323038,224.33627096325682,159.37359151374716,207.02899021573995,580.6246363035814,412.6449477589923,131.3588773259068,113.62000274658203,239.50999450683594,273.43917750244935,79.35577507672333,224.73538646570117,163.07507293573457,207.34538926358616,592.9836672926635,414.19871346026423,134.08843403580283,113.62000274658203,243.82000732421875,274.01709107843766,79.42542874491029,33591100,31181800,7024000,9529700,14974300,246191600,0.0,66289500,4115800,12413000
2024-10-10,228.53700256347656,161.70822143554688,210.45013427734375,582.8408813476562,414.1788024902344,134.78831481933594,113.63999938964844,238.77000427246094,276.478271484375,79.21646881103516,228.99599906464633,162.69595604624766,212.39801544891327,589.2300017888213,415.68278008253634,134.97828670089152,113.63999938964844,242.7899932861328,276.67756881032915,79.92295819553189,226.67111410985407,160.0320671165202,209.09552207412935,581.5331032114448,411.4995460461954,130.97893005790212,113.63999938964844,232.33999633789062,274.3658536266726,79.06720877956558,227.279775108536,160.50099024469034,212.39801544891327,586.5745352205768,413.5712539026246,131.88878735570256,113.63999938964844,241.80999755859375,275.79073524088665,79.9130055023191,28183500,14144100,7927100,7740400,13848400,242311300,0.0,83087100,4063900,10812700
2024-10-11,227.05029296875,162.8655548095703,219.79400634765625,588.9505615234375,414.65692138671875,134.7783203125,113.87999725341797,217.8000030517578,276.846923828125,79.70404052734375,228.9062089337624,163.52402928799188,222.10774308465892,590.2084366715601,415.46368322393135,135.75815840657205,113.87999725341797,223.33999633789062,277.8034840237149,79.73389101381562,226.84074743911052,160.87014254138842,212.7440759323716,581.722836757389,411.59917791222887,133.63850429309608,113.87999725341797,214.3800048828125,274.3857510350914,78.97765338426085,228.79644988971887,161.75810039177787,213.2483439572866,583.8392403320302,414.4776477330423,133.98843884138304,113.87999725341797,220.1300048828125,275.05336966033144,79.30601632713166,31759200,15344300,18320700,8587100,14144900,170209500,0.0,142628900,4746300,9570700
2024-10-14,230.79205322265625,164.5816192626953,218.99310302734375,589.419677734375,417.46563720703125,138.0478057861328,113.87999725341797,219.16000366210938,279.6767883300781,79.89310455322266,231.22110160659443,165.84869515872447,221.18817691855125,599.0832703101336,422.34605664401147,139.57755854294567,113.87999725341797,221.91000366210938,280.3643245698817,80.11201824517744,228.09798564307096,163.02518482340258,216.4223062334437,588.9604960748801,415.8520832387316,136.27808612883217,113.87999725341797,213.74000549316406,276.996400475424,79.36572570897535,228.19775690140833,163.26463978878337,220.69379117886407,593.21322748736,416.1010845405741,136.44805696221857,113.87999725341797,220.1300048828125,278.08250095649726,79.65429306730846,39882100,19016100,9048900,8252000,16653100,232347700,0.0,86291900,3996600,9914500
2024-10-15,233.33645629882812,165.08047485351562,219.8928985595703,585.2767944335938,417.0672302246094,131.57884216308594,113.87999725341797,219.57000732421875,278.2917785644531,81.24638366699219,236.9684620133565,167.29536861569628,222.91853700820153,589.609407732317,420.7923105426525,138.547722466739,113.87999725341797,224.25999450683594,281.6298111765263,81.41554148938904,231.85969551276995,164.25237687914083,219.32930663651948,579.1571746540536,413.60115139482065,128.71930149862905,113.87999725341797,217.1199951171875,277.8334007885484,80.11201960011391,233.0969778733182,165.40970450318616,221.14864261919945,589.1601579101996,420.4934907291295,137.84782283581688,113.87999725341797,220.00999450683594,279.9956582193072,80.2712247295226,64751400,20247200,9235800,9564200,18900200,377831000,0.0,62988800,5807000,13276200
2024-10-16,231.27099609375,164.78114318847656,221.12887573242188,575.8128051757812,414.45770263671875,135.6981658935547,113.87999725341797,221.3300018310547,286.4923095703125,80.81851196289062,231.61024577942743,165.41967448375283,221.16841995717385,581.0938820809059,414.6967341717602,136.5980149944232,113.87999725341797,222.82000732421875,286.57204065597745,81.25633937042613,229.33525401328018,163.36440235282572,218.55806358729157,573.0575322321221,408.84024879356656,131.55883256815804,113.87999725341797,218.92999267578125,277.355102826311,80.22147942004807,231.09139869260778,164.1525834736406,219.83358737553297,580.4150414195622,413.51151588006746,133.9584403413635,113.87999725341797,221.39999389648438,277.62412682130633,81.12697713182847,34082200,16406000,6382500,11268400,15508900,264879700,0.0,49632800,9442700,11123300
2024-10-17,231.6401824951172,162.55625915527344,221.90011596679688,575.95263671875,415.0553283691406,136.90797424316406,113.87999725341797,220.88999938964844,289.35211181640625,80.4901351928711,233.3364614020046,165.9883708197769,223.31406717035992,583.97899451397,420.81223776702603,140.8673441853548,113.87999725341797,222.0800018310547,289.8901598713145,81.0971203822073,230.0137723986246,162.3866509330354,220.80257891051903,574.225586946511,413.92983752079977,136.8479863322171,113.87999725341797,217.89999389648438,286.5820188125675,80.25132371250803,232.9173703418766,165.3498394792033,221.75180626491755,582.3418190860033,420.6727824355961,139.31759037510415,113.87999725341797,221.58999633789062,287.5386095049663,80.86825400275262,32993800,21453400,6470200,8701200,14820000,306435900,0.0,50791800,8815800,9424700
2024-10-18,234.4839324951172,163.04515075683594,222.83944702148438,575.4933471679688,416.4895324707031,137.97779846191406,113.87999725341797,220.6999969482422,289.5812683105469,80.90806579589844,235.66133386929857,164.3322003226238,223.38327441008644,582.9806410828543,417.97357047210465,138.87764756674068,113.87999725341797,222.27999877929688,289.9997805366645,81.28619223772006,233.4961010856326,162.7059342913527,220.5949463891422,574.2754432717226,414.59712869532103,137.25791307551907,113.87999725341797,219.22999572753906,287.05033820141415,80.26128495070418,235.66133386929857,162.81568258592537,222.47360636345073,580.1155081526317,415.4736181228242,138.64768884107772,113.87999725341797,220.7100067138672,288.8837884783548,80.47024596723045,46431500,19757700,7000500,7694300,17145300,176090200,0.0,49611900,5350900,12324100
2024-10-21,235.96067810058594,163.69366455078125,220.49606323242188,574.185546875,417.1070861816406,143.6868896484375,113.87999725341797,218.85000610351562,285.8247375488281,80.41053771972656,236.32987592195377,164.12267091200812,223.16574349173558,576.2620400351755,417.2863598354636,143.6868896484375,113.87999725341797,220.47999572753906,289.4019024058808,81.14688521902859,233.9351372634737,162.24697837282997,220.39718003903886,568.1458088687186,412.09718088424023,137.97780144123402,113.87999725341797,215.72999572753906,285.306576688179,80.3209862515763,233.9351372634737,162.57622324771475,222.69113735590264,575.05412899297,414.457708513249,138.1077854115753,113.87999725341797,218.89999389648438,288.56490841002596,80.82846734613723,36254500,20946500,5870000,8171900,14206100,264554500,0.0,47329000,6313100,9750400
2024-10-22,235.342041015625,164.76119995117188,221.6034698486328,581.0240478515625,425.8022155761719,143.56690979003906,113.87999725341797,217.97000122070312,283.7721252441406,81.61455535888672,235.70125104779564,165.38975972379467,222.75044844117716,582.5414923732056,428.85992860317606,144.39677817254247,113.87999725341797,218.22000122070312,285.5058964857492,81.82352396747176,232.08920560922664,162.60615092256947,218.61739069944977,571.1507875159534,416.3700446113444,141.7572032447214,113.87999725341797,215.25999450683594,282.5166189472497,80.43044292976327,233.376366009758,162.60615092256947,220.5158302211838,573.3170943372664,416.8182287379404,142.88702644418225,113.87999725341797,217.30999755859375,284.0311752863615,80.70905761896879,38846600,16568100,9586800,8544500,25482200,226311600,0.0,43268700,5736500,12240100
2024-10-23,230.25323486328125,162.4066162109375,220.90145874023438,562.7349853515625,422.9038391113281,139.5375518798828,113.87999725341797,213.64999389648438,282.74578857421875,82.8583755493164,234.62362105235994,165.43965162521155,222.27585061073344,584.008879002397,429.3579337373482,142.4070854107316,113.87999725341797,218.72000122070312,285.0375557008521,82.9280292209377,227.25982300232985,161.5585598399715,220.03133493590457,561.5469990407663,420.8421009299413,137.43789878035992,113.87999725341797,212.11000061035156,282.51659969815483,81.39564844526916,233.56595129753524,164.38207025094962,221.14865163124108,578.9873717015129,429.13881136450993,142.00715584596583,113.87999725341797,217.1300048828125,285.0176381323472,81.48519991234762,52287000,18280500,6180500,14248400,19654400,285930000,0.0,80938900,5249300,13058200
2024-10-24,230.06365966796875,162.34674072265625,222.4538116455078,566.818115234375,423.0332946777344,140.38742065429688,113.87999725341797,260.4800109863281,282.20770263671875,82.6295166015625,230.31311065070702,162.95534206352698,222.53291517735377,567.9162272782188,424.2783011634291,141.3272719093067,113.87999725341797,262.1199951171875,282.6062668557324,82.90813128758428,227.90839952304313,160.64065656258018,219.1710980549089,560.568710969321,420.71258556682636,138.4377373361036,113.87999725341797,242.64999389648438,280.72303799728024,82.17179139000088,229.4749437774939,162.45648900457678,219.33918740228555,566.1691920700792,423.6308734743349,140.79735837298583,113.87999725341797,244.67999267578125,281.380682642478,82.54991023650462,31109500,22412500,6002200,7184700,13581600,172354900,0.0,204491900,4679900,11645900
2024-10-25,230.9018096923828,164.89089965820312,219.8137969970703,572.27880859375,426.43963623046875,141.51722717285156,113.87999725341797,269.19000244140625,280.7230529785156,82.10213470458984,232.7078323586645,165.21015770980458,223.0866283559648,580.3051654129531,430.79217425375066,144.1068221770471,113.87999725341797,269.489990234375,284.07102908710095,82.88823044939767,229.0658541264054,163.04513719135548,218.3998609474393,570.7513714491723,424.8659613297776,140.77735596279692,113.87999725341797,255.32000732421875,279.77643630040245,82.03248103564134,229.23547896644118,163.29456372883286,222.47359483374228,572.9576492363118,425.0552047565001,140.90732467853542,113.87999725341797,256.010009765625,282.98492860871454,82.7887187008879,38802300,19828900,6369700,11337900,16899100,205122100,0.0,161611900,4464600,8959400
2024-10-28,232.88743591308594,166.3375701904297,222.96798706054688,577.1804809570312,424.8858947753906,140.4973907470703,113.87999725341797,262.510009765625,283.17425537109375,82.34095001220703,234.21451699403664,168.3629124526984,223.10641447562278,582.7610374446309,430.21452917811945,143.11696423513524,113.87999725341797,273.5400085449219,283.622659152153,82.66932057746153,232.03931169048735,163.5739198981752,220.44661656188308,573.147347275715,424.59704472930554,140.02746516246322,113.87999725341797,262.239990234375,280.5237590488049,82.0623353235114,232.80762499530724,168.3629124526984,220.84213423885473,581.0140022146043,429.93564891158985,142.976987375231,113.87999725341797,270.0,281.03194594620504,82.34095001220703,36087100,32138600,6843000,10925100,14882400,173586700,0.0,107653600,4306200,7990200
2024-10-29,233.15684509277344,169.29078674316406,220.3971710205078,592.2749633789062,430.2244873046875,141.22727966308594,113.87999725341797,259.5199890136719,280.87249755859375,81.29613494873047,233.815399347975,169.9891932870904,224.2039474981267,592.6642563781992,431.43961494644003,142.23711171034327,113.87999725341797,264.9800109863281,284.67885125257607,82.45040444418233,231.8098189074392,166.7067312467614,220.30818520257858,574.4252487176307,424.09903059516625,138.87765156261756,113.87999725341797,255.50999450683594,280.3443931231408,81.26628446034476,232.58810476348472,167.3452626285711,222.681245959553,579.1672018209299,426.29025434116863,140.26742736816374,113.87999725341797,264.510009765625,283.25393930803233,82.26134122883194,35417200,42169000,6580000,13019100,17644100,157593600,0.0,80521800,7534800,9682400
2024-10-30,229.59469604492188,174.059814453125,221.89022827148438,590.79736328125,430.8021545410156,139.3175811767578,113.87999725341797,257.54998779296875,289.1228942871094,80.9876708984375,232.95729049985403,181.6024702004282,223.768888190942,600.18146222204,436.7483071680008,140.30742741103543,113.87999725341797,263.3500061035156,294.7228020402566,81.42549831195694,229.04590082483264,173.660722875302,219.09200296042854,588.3814802937598,430.3738795735308,136.78798938993828,113.87999725341797,255.82000732421875,287.29941816726955,80.8981194320435,232.09917848988178,180.26553244445503,220.04121520422268,599.961803260404,435.69254402246366,139.51754595215704,113.87999725341797,258.0400085449219,291.2950950866398,81.1966319117043,47070900,68890800,7110900,26864900,29749100,179418100,0.0,53993600,9606800,9268800
2024-10-31,225.4138946533203,170.71751403808594,219.4281768798828,566.6184692382812,404.72674560546875,132.7386474609375,113.87999725341797,249.85000610351562,288.8139953613281,81.5448989868164,229.325284321648,176.41442332366287,223.15584978525882,588.9006638234266,414.4975548257246,137.5878737112806,113.87999725341797,259.75,295.28078842662285,82.03248226846418,224.8750719925984,170.60776574356834,219.32930877901737,562.0562040483729,404.67692710480617,132.08875807974474,113.87999725341797,249.25,288.5848065031616,80.81851179853406,228.83635490362704,172.73288489023227,222.17696053571638,584.0089406317576,413.70073237613923,137.57788081150406,113.87999725341797,257.989990234375,291.0459791996488,80.88816546852937,64370100,44769000,7829900,26838400,53971000,270039600,0.0,66575300,7950200,15539000
2024-11-01,222.4204864501953,170.89707946777344,220.43673706054688,566.1991577148438,408.73065185546875,135.3782196044922,113.87999725341797,248.97999572753906,289.7008056640625,81.78372192382812,224.8551305713263,171.924730806551,223.61068536323262,572.6981389909307,413.8401634297127,137.2879161101812,113.87999725341797,254.0,291.6239304244912,82.12203759638197,219.78628458026085,168.49261922011235,220.19942645136805,561.6069748641634,405.87212177522963,134.5483665061615,113.87999725341797,246.6300048828125,286.1635065023903,81.13693347677287,220.48474431371312,169.67989197256162,221.04977060827102,566.6484075643524,407.3760993641267,134.67833522595924,113.87999725341797,252.0399932861328,287.4588477819745,82.12203759638197,65276700,31796500,6923500,15303200,24230400,207127800,0.0,57544800,5470700,12181800
2024-11-04,221.52244567871094,168.851806640625,217.31219482421875,559.7301025390625,406.8282775878906,136.0281219482422,113.87999725341797,242.83999633789062,290.8068542480469,82.04242706298828,222.3007315284092,170.33837916949005,221.247501092971,567.7265419448195,408.78046967487955,138.9376575905799,113.87999725341797,248.89999389648438,292.10219552859496,82.50015985459318,219.2275088130919,167.62461702535575,216.7090436174853,556.9448512232912,403.9498383507318,135.54820341905642,113.87999725341797,238.8800048828125,289.7207538556027,81.59465455636342,220.5046966292777,169.540211146429,220.14996414588077,563.1442913990002,408.1629209153218,137.18793904541485,113.87999725341797,244.55999755859375,290.5079082851127,81.79366287226766,44944500,21492700,8229600,12064600,19672300,187528200,0.0,68802400,4281600,11731000
2024-11-05,222.95928955078125,169.35064697265625,219.0030059814453,571.460205078125,409.8163146972656,139.8874969482422,113.87999725341797,251.44000244140625,292.2417297363281,83.26634979248047,223.45819152571042,170.13882813078655,219.46772979559552,572.5084140245058,413.24257521436044,140.3474144064953,113.87999725341797,255.27999877929688,293.72639443917393,83.3559012566716,220.65436486265338,168.45270230555178,217.5297310081334,565.7099536866323,406.4498120639611,137.30791015086248,113.87999725341797,246.2100067138672,290.53781973388544,82.10213520791221,221.31291912362707,169.04134527892143,217.55939294627441,566.3388912408113,406.73866209939297,137.4278859649573,113.87999725341797,247.33999633789062,290.66735995250997,82.27129303472697,28111300,18242100,5600700,9775400,17626000,160537400,0.0,69282500,3753700,10612500
